0,'Amigo'
1,'Tutor'
2,'Coach'
3,'Tutor'
4,'Amigo'
5,'Tutor'
6,'Tutor'
7,'Tutor'
8,'Coach'
9,'Tutor'
10,'Tutor'
11,'Amigo'
12,'Amigo'
13,'Coach'
14,'Amigo'
15,'Tutor'
16,'Coach'
17,'Amigo'
18,'Amigo'
19,'Tutor'
20,'Tutor'
21,'Amigo'
22,'Coach'
23,'Amigo'
24,'Coach'
25,'Coach'
26,'Coach'
27,'Tutor'
28,'Coach'
29,'Coach'
30,'Amigo'
31,'Amigo'
32,'Tutor'
33,'Amigo'
34,'Coach'
35,'Amigo'
36,'Amigo'
37,'Tutor'
38,'Coach'
39,'Amigo'
40,'Amigo'
41,'Tutor'
42,'Amigo'
43,'Coach'
44,'Coach'
45,'Coach'
46,'Tutor'
47,'Amigo'
48,'Amigo'
49,'Coach'
50,'Coach'
51,'Tutor'
52,'Coach'
53,'Amigo'
54,'Amigo'
55,'Amigo'
56,'Amigo'
57,'Amigo'
58,'Amigo'
59,'Amigo'
60,'Amigo'
61,'Coach'
62,'Coach'
63,'Amigo'
64,'Amigo'
65,'Amigo'
66,'Tutor'
67,'Tutor'
68,'Coach'
69,'Coach'
70,'Coach'
71,'Amigo'
72,'Tutor'
73,'Amigo'
74,'Amigo'
75,'Coach'
76,'Tutor'
77,'Amigo'
78,'Amigo'
79,'Coach'
80,'Coach'
81,'Amigo'
82,'Coach'
83,'Amigo'
84,'Tutor'
85,'Amigo'
86,'Tutor'
87,'Tutor'
88,'Tutor'
89,'Coach'
90,'Amigo'
91,'Amigo'
92,'Amigo'
93,'Tutor'
94,'Tutor'
95,'Amigo'
96,'Coach'
97,'Tutor'
98,'Amigo'
99,'Tutor'
100,'Tutor'
101,'Amigo'
102,'Coach'
103,'Tutor'
104,'Coach'
105,'Tutor'
106,'Coach'
107,'Amigo'
108,'Tutor'
109,'Coach'
110,'Amigo'
111,'Coach'
112,'Amigo'
113,'Tutor'
114,'Tutor'
115,'Amigo'
116,'Coach'
117,'Amigo'
118,'Amigo'
119,'Tutor'
120,'Tutor'
121,'Tutor'
122,'Coach'
123,'Coach'
124,'Amigo'
125,'Tutor'
126,'Tutor'
127,'Amigo'
128,'Amigo'
129,'Tutor'
130,'Coach'
131,'Coach'
132,'Amigo'
133,'Amigo'
134,'Tutor'
135,'Coach'
136,'Coach'
137,'Amigo'
138,'Tutor'
139,'Coach'
140,'Tutor'
141,'Amigo'
142,'Amigo'
143,'Amigo'
144,'Coach'
145,'Coach'
146,'Tutor'
147,'Coach'
148,'Tutor'
149,'Tutor'
150,'Tutor'
151,'Tutor'
152,'Tutor'
153,'Tutor'
154,'Amigo'
155,'Coach'
156,'Tutor'
157,'Amigo'
158,'Amigo'
159,'Coach'
160,'Amigo'
161,'Tutor'
162,'Amigo'
163,'Amigo'
164,'Coach'
165,'Tutor'
166,'Amigo'
167,'Amigo'
168,'Amigo'
169,'Amigo'
170,'Amigo'
171,'Amigo'
172,'Tutor'
173,'Tutor'
174,'Coach'
175,'Tutor'
176,'Tutor'
177,'Tutor'
178,'Coach'
179,'Amigo'
180,'Tutor'
181,'Tutor'
182,'Tutor'
183,'Amigo'
184,'Amigo'
185,'Amigo'
186,'Amigo'
187,'Coach'
188,'Tutor'
189,'Coach'
190,'Amigo'
191,'Coach'
192,'Tutor'
193,'Amigo'
194,'Amigo'
195,'Coach'
196,'Amigo'
197,'Coach'
198,'Amigo'
199,'Coach'
200,'Amigo'
201,'Coach'
202,'Amigo'
203,'Coach'
204,'Amigo'
205,'Amigo'
206,'Coach'
207,'Amigo'
208,'Amigo'
209,'Coach'
210,'Tutor'
211,'Coach'
212,'Tutor'
213,'Amigo'
214,'Amigo'
215,'Coach'
216,'Coach'
217,'Coach'
218,'Amigo'
219,'Tutor'
220,'Coach'
221,'Tutor'
222,'Tutor'
223,'Coach'
224,'Coach'
225,'Coach'
226,'Amigo'
227,'Tutor'
228,'Amigo'
229,'Tutor'
230,'Tutor'
231,'Coach'
232,'Tutor'
233,'Amigo'
234,'Coach'
